"REF_DATE","GEO","DGUID","Variable","Sub-sector","Activity","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2019","Yukon","2016A000260","Employment","Total non-profit institutions less government","Total activities","Jobs","190","thousands","3","v1047595398","12.1.2.1","1","","","","0"
"2019","Yukon","2016A000260","Employment","Total non-profit institutions less government","Culture and recreation","Jobs","190","thousands","3","v1047595399","12.1.2.2","0","","","","0"
"2019","Yukon","2016A000260","Employment","Total non-profit institutions less government","Education and research","Jobs","190","thousands","3","v1047595400","12.1.2.3","0","","","","0"
"2019","Yukon","2016A000260","Employment","Total non-profit institutions less government","Health","Jobs","190","thousands","3","v1047595401","12.1.2.4","0","","","","0"
"2019","Yukon","2016A000260","Employment","Total non-profit institutions less government","Social services","Jobs","190","thousands","3","v1047595402","12.1.2.5","0","","","","0"
"2019","Yukon","2016A000260","Employment","Total non-profit institutions less government","Environment","Jobs","190","thousands","3","v1047595403","12.1.2.6","0","","","","0"
"2019","Yukon","2016A000260","Employment","Total non-profit institutions less government","Development and housing","Jobs","190","thousands","3","v1047595404","12.1.2.7","0","","","","0"
"2019","Yukon","2016A000260","Employment","Total non-profit institutions less government","Law, advocacy, and politics","Jobs","190","thousands","3","v1047595405","12.1.2.8","0","","","","0"
"2019","Yukon","2016A000260","Employment","Total non-profit institutions less government","Philanthropic intermediaries and voluntarism promotion","Jobs","190","thousands","3","v1047595406","12.1.2.9","0","","","","0"
"2019","Yukon","2016A000260","Employment","Total non-profit institutions less government","International","Jobs","190","thousands","3","v1047595407","12.1.2.10","0","","","","0"
"2019","Yukon","2016A000260","Employment","Total non-profit institutions less government","Religion","Jobs","190","thousands","3","v1047595408","12.1.2.11","0","","","","0"
"2019","Yukon","2016A000260","Employment","Total non-profit institutions less government","Business and professional associations, unions","Jobs","190","thousands","3","v1047595409","12.1.2.12","0","","","","0"
"2019","Yukon","2016A000260","Employment","Total non-profit institutions less government","Not elsewhere classified","Jobs","190","thousands","3","v1047595410","12.1.2.13","0","","","","0"
"2019","Northwest Territories","2016A000261","Employment","Total non-profit institutions","Total activities","Jobs","190","thousands","3","v1047595216","13.1.1.1","5","","","","0"
"2019","Northwest Territories","2016A000261","Employment","Total non-profit institutions","Culture and recreation","Jobs","190","thousands","3","v1047595217","13.1.1.2","0","","","","0"
"2019","Northwest Territories","2016A000261","Employment","Total non-profit institutions","Education and research","Jobs","190","thousands","3","v1047595218","13.1.1.3","0","","","","0"
"2019","Northwest Territories","2016A000261","Employment","Total non-profit institutions","Health","Jobs","190","thousands","3","v1047595219","13.1.1.4","2","","","","0"
"2019","Northwest Territories","2016A000261","Employment","Total non-profit institutions","Social services","Jobs","190","thousands","3","v1047595220","13.1.1.5","1","","","","0"
"2019","Northwest Territories","2016A000261","Employment","Total non-profit institutions","Environment","Jobs","190","thousands","3","v1047595221","13.1.1.6","0","","","","0"
"2019","Northwest Territories","2016A000261","Employment","Total non-profit institutions","Development and housing","Jobs","190","thousands","3","v1047595222","13.1.1.7","0","","","","0"
"2019","Northwest Territories","2016A000261","Employment","Total non-profit institutions","Law, advocacy, and politics","Jobs","190","thousands","3","v1047595223","13.1.1.8","0","","","","0"
"2019","Northwest Territories","2016A000261","Employment","Total non-profit institutions","Philanthropic intermediaries and voluntarism promotion","Jobs","190","thousands","3","v1047595224","13.1.1.9","0","","","","0"
"2019","Northwest Territories","2016A000261","Employment","Total non-profit institutions","International","Jobs","190","thousands","3","v1047595225","13.1.1.10","0","","","","0"
"2019","Northwest Territories","2016A000261","Employment","Total non-profit institutions","Religion","Jobs","190","thousands","3","v1047595226","13.1.1.11","0","","","","0"
"2019","Northwest Territories","2016A000261","Employment","Total non-profit institutions","Business and professional associations, unions","Jobs","190","thousands","3","v1047595227","13.1.1.12","1","","","","0"
"2019","Northwest Territories","2016A000261","Employment","Total non-profit institutions","Not elsewhere classified","Jobs","190","thousands","3","v1047595228","13.1.1.13","0","","","","0"
"2019","Northwest Territories","2016A000261","Employment","Total non-profit institutions less government","Total activities","Jobs","190","thousands","3","v1047595411","13.1.2.1","2","","","","0"
"2019","Northwest Territories","2016A000261","Employment","Total non-profit institutions less government","Culture and recreation","Jobs","190","thousands","3","v1047595412","13.1.2.2","0","","","","0"
"2019","Northwest Territories","2016A000261","Employment","Total non-profit institutions less government","Education and research","Jobs","190","thousands","3","v1047595413","13.1.2.3","0","","","","0"
"2019","Northwest Territories","2016A000261","Employment","Total non-profit institutions less government","Health","Jobs","190","thousands","3","v1047595414","13.1.2.4","0","","","","0"
"2019","Northwest Territories","2016A000261","Employment","Total non-profit institutions less government","Social services","Jobs","190","thousands","3","v1047595415","13.1.2.5","0","","","","0"
"2019","Northwest Territories","2016A000261","Employment","Total non-profit institutions less government","Environment","Jobs","190","thousands","3","v1047595416","13.1.2.6","0","","","","0"
"2019","Northwest Territories","2016A000261","Employment","Total non-profit institutions less government","Development and housing","Jobs","190","thousands","3","v1047595417","13.1.2.7","0","","","","0"
"2019","Northwest Territories","2016A000261","Employment","Total non-profit institutions less government","Law, advocacy, and politics","Jobs","190","thousands","3","v1047595418","13.1.2.8","0","","","","0"
"2019","Northwest Territories","2016A000261","Employment","Total non-profit institutions less government","Philanthropic intermediaries and voluntarism promotion","Jobs","190","thousands","3","v1047595419","13.1.2.9","0","","","","0"
"2019","Northwest Territories","2016A000261","Employment","Total non-profit institutions less government","International","Jobs","190","thousands","3","v1047595420","13.1.2.10","0","","","","0"
"2019","Northwest Territories","2016A000261","Employment","Total non-profit institutions less government","Religion","Jobs","190","thousands","3","v1047595421","13.1.2.11","0","","","","0"
"2019","Northwest Territories","2016A000261","Employment","Total non-profit institutions less government","Business and professional associations, unions","Jobs","190","thousands","3","v1047595422","13.1.2.12","1","","","","0"
"2019","Northwest Territories","2016A000261","Employment","Total non-profit institutions less government","Not elsewhere classified","Jobs","190","thousands","3","v1047595423","13.1.2.13","0","","","","0"
"2019","Nunavut","2016A000262","Employment","Total non-profit institutions","Total activities","Jobs","190","thousands","3","v1047595229","14.1.1.1","1","","","","0"
"2019","Nunavut","2016A000262","Employment","Total non-profit institutions","Culture and recreation","Jobs","190","thousands","3","v1047595230","14.1.1.2","0","","","","0"
"2019","Nunavut","2016A000262","Employment","Total non-profit institutions","Education and research","Jobs","190","thousands","3","v1047595231","14.1.1.3","0","","","","0"
"2019","Nunavut","2016A000262","Employment","Total non-profit institutions","Health","Jobs","190","thousands","3","v1047595232","14.1.1.4","0","","","","0"
"2019","Nunavut","2016A000262","Employment","Total non-profit institutions","Social services","Jobs","190","thousands","3","v1047595233","14.1.1.5","0","","","","0"
"2019","Nunavut","2016A000262","Employment","Total non-profit institutions","Environment","Jobs","190","thousands","3","v1047595234","14.1.1.6","0","","","","0"
"2019","Nunavut","2016A000262","Employment","Total non-profit institutions","Development and housing","Jobs","190","thousands","3","v1047595235","14.1.1.7","0","","","","0"
"2019","Nunavut","2016A000262","Employment","Total non-profit institutions","Law, advocacy, and politics","Jobs","190","thousands","3","v1047595236","14.1.1.8","0","","","","0"
"2019","Nunavut","2016A000262","Employment","Total non-profit institutions","Philanthropic intermediaries and voluntarism promotion","Jobs","190","thousands","3","v1047595237","14.1.1.9","0","","","","0"
"2019","Nunavut","2016A000262","Employment","Total non-profit institutions","International","Jobs","190","thousands","3","v1047595238","14.1.1.10","0","","","","0"
"2019","Nunavut","2016A000262","Employment","Total non-profit institutions","Religion","Jobs","190","thousands","3","v1047595239","14.1.1.11","0","","","","0"
"2019","Nunavut","2016A000262","Employment","Total non-profit institutions","Business and professional associations, unions","Jobs","190","thousands","3","v1047595240","14.1.1.12","0","","","","0"
"2019","Nunavut","2016A000262","Employment","Total non-profit institutions","Not elsewhere classified","Jobs","190","thousands","3","v1047595241","14.1.1.13","0","","","","0"
"2019","Nunavut","2016A000262","Employment","Total non-profit institutions less government","Total activities","Jobs","190","thousands","3","v1047595424","14.1.2.1","1","","","","0"
"2019","Nunavut","2016A000262","Employment","Total non-profit institutions less government","Culture and recreation","Jobs","190","thousands","3","v1047595425","14.1.2.2","0","","","","0"
"2019","Nunavut","2016A000262","Employment","Total non-profit institutions less government","Education and research","Jobs","190","thousands","3","v1047595426","14.1.2.3","0","","","","0"
"2019","Nunavut","2016A000262","Employment","Total non-profit institutions less government","Health","Jobs","190","thousands","3","v1047595427","14.1.2.4","0","","","","0"
"2019","Nunavut","2016A000262","Employment","Total non-profit institutions less government","Social services","Jobs","190","thousands","3","v1047595428","14.1.2.5","0","","","","0"
"2019","Nunavut","2016A000262","Employment","Total non-profit institutions less government","Environment","Jobs","190","thousands","3","v1047595429","14.1.2.6","0","","","","0"
"2019","Nunavut","2016A000262","Employment","Total non-profit institutions less government","Development and housing","Jobs","190","thousands","3","v1047595430","14.1.2.7","0","","","","0"
"2019","Nunavut","2016A000262","Employment","Total non-profit institutions less government","Law, advocacy, and politics","Jobs","190","thousands","3","v1047595431","14.1.2.8","0","","","","0"
"2019","Nunavut","2016A000262","Employment","Total non-profit institutions less government","Philanthropic intermediaries and voluntarism promotion","Jobs","190","thousands","3","v1047595432","14.1.2.9","0","","","","0"
"2019","Nunavut","2016A000262","Employment","Total non-profit institutions less government","International","Jobs","190","thousands","3","v1047595433","14.1.2.10","0","","","","0"
"2019","Nunavut","2016A000262","Employment","Total non-profit institutions less government","Religion","Jobs","190","thousands","3","v1047595434","14.1.2.11","0","","","","0"
"2019","Nunavut","2016A000262","Employment","Total non-profit institutions less government","Business and professional associations, unions","Jobs","190","thousands","3","v1047595435","14.1.2.12","0","","","","0"
"2019","Nunavut","2016A000262","Employment","Total non-profit institutions less government","Not elsewhere classified","Jobs","190","thousands","3","v1047595436","14.1.2.13","0","","","","0"
"2019","Outside Canada","","Employment","Total non-profit institutions","Total activities","Jobs","190","thousands","3","v1047595242","15.1.1.1","0","","","","0"
"2019","Outside Canada","","Employment","Total non-profit institutions","Culture and recreation","Jobs","190","thousands","3","v1047595243","15.1.1.2","0","","","","0"
"2019","Outside Canada","","Employment","Total non-profit institutions","Education and research","Jobs","190","thousands","3","v1047595244","15.1.1.3","0","","","","0"
"2019","Outside Canada","","Employment","Total non-profit institutions","Health","Jobs","190","thousands","3","v1047595245","15.1.1.4","0","","","","0"
"2019","Outside Canada","","Employment","Total non-profit institutions","Social services","Jobs","190","thousands","3","v1047595246","15.1.1.5","0","","","","0"
"2019","Outside Canada","","Employment","Total non-profit institutions","Environment","Jobs","190","thousands","3","v1047595247","15.1.1.6","0","","","","0"
"2019","Outside Canada","","Employment","Total non-profit institutions","Development and housing","Jobs","190","thousands","3","v1047595248","15.1.1.7","0","","","","0"
"2019","Outside Canada","","Employment","Total non-profit institutions","Law, advocacy, and politics","Jobs","190","thousands","3","v1047595249","15.1.1.8","0","","","","0"
"2019","Outside Canada","","Employment","Total non-profit institutions","Philanthropic intermediaries and voluntarism promotion","Jobs","190","thousands","3","v1047595250","15.1.1.9","0","","","","0"
"2019","Outside Canada","","Employment","Total non-profit institutions","International","Jobs","190","thousands","3","v1047595251","15.1.1.10","0","","","","0"
"2019","Outside Canada","","Employment","Total non-profit institutions","Religion","Jobs","190","thousands","3","v1047595252","15.1.1.11","0","","","","0"
"2019","Outside Canada","","Employment","Total non-profit institutions","Business and professional associations, unions","Jobs","190","thousands","3","v1047595253","15.1.1.12","0","","","","0"
"2019","Outside Canada","","Employment","Total non-profit institutions","Not elsewhere classified","Jobs","190","thousands","3","v1047595254","15.1.1.13","0","","","","0"
"2019","Outside Canada","","Employment","Total non-profit institutions less government","Total activities","Jobs","190","thousands","3","v1047595437","15.1.2.1","0","","","","0"
"2019","Outside Canada","","Employment","Total non-profit institutions less government","Culture and recreation","Jobs","190","thousands","3","v1047595438","15.1.2.2","0","","","","0"
"2019","Outside Canada","","Employment","Total non-profit institutions less government","Education and research","Jobs","190","thousands","3","v1047595439","15.1.2.3","0","","","","0"
"2019","Outside Canada","","Employment","Total non-profit institutions less government","Health","Jobs","190","thousands","3","v1047595440","15.1.2.4","0","","","","0"
"2019","Outside Canada","","Employment","Total non-profit institutions less government","Social services","Jobs","190","thousands","3","v1047595441","15.1.2.5","0","","","","0"
"2019","Outside Canada","","Employment","Total non-profit institutions less government","Environment","Jobs","190","thousands","3","v1047595442","15.1.2.6","0","","","","0"
"2019","Outside Canada","","Employment","Total non-profit institutions less government","Development and housing","Jobs","190","thousands","3","v1047595443","15.1.2.7","0","","","","0"
"2019","Outside Canada","","Employment","Total non-profit institutions less government","Law, advocacy, and politics","Jobs","190","thousands","3","v1047595444","15.1.2.8","0","","","","0"
"2019","Outside Canada","","Employment","Total non-profit institutions less government","Philanthropic intermediaries and voluntarism promotion","Jobs","190","thousands","3","v1047595445","15.1.2.9","0","","","","0"
"2019","Outside Canada","","Employment","Total non-profit institutions less government","International","Jobs","190","thousands","3","v1047595446","15.1.2.10","0","","","","0"
"2019","Outside Canada","","Employment","Total non-profit institutions less government","Religion","Jobs","190","thousands","3","v1047595447","15.1.2.11","0","","","","0"
"2019","Outside Canada","","Employment","Total non-profit institutions less government","Business and professional associations, unions","Jobs","190","thousands","3","v1047595448","15.1.2.12","0","","","","0"
"2019","Outside Canada","","Employment","Total non-profit institutions less government","Not elsewhere classified","Jobs","190","thousands","3","v1047595449","15.1.2.13","0","","","","0"
"2020","Canada","2016A000011124","Employment","Total non-profit institutions","Total activities","Jobs","190","thousands","3","v1047595060","1.1.1.1","2409","","","","0"
"2020","Canada","2016A000011124","Employment","Total non-profit institutions","Culture and recreation","Jobs","190","thousands","3","v1047595061","1.1.1.2","64","","","","0"
"2020","Canada","2016A000011124","Employment","Total non-profit institutions","Education and research","Jobs","190","thousands","3","v1047595062","1.1.1.3","522","","","","0"
"2020","Canada","2016A000011124","Employment","Total non-profit institutions","Health","Jobs","190","thousands","3","v1047595063","1.1.1.4","1088","","","","0"
"2020","Canada","2016A000011124","Employment","Total non-profit institutions","Social services","Jobs","190","thousands","3","v1047595064","1.1.1.5","349","","","","0"
"2020","Canada","2016A000011124","Employment","Total non-profit institutions","Environment","Jobs","190","thousands","3","v1047595065","1.1.1.6","1","","","","0"
"2020","Canada","2016A000011124","Employment","Total non-profit institutions","Development and housing","Jobs","190","thousands","3","v1047595066","1.1.1.7","21","","","","0"
"2020","Canada","2016A000011124","Employment","Total non-profit institutions","Law, advocacy, and politics","Jobs","190","thousands","3","v1047595067","1.1.1.8","10","","","","0"
"2020","Canada","2016A000011124","Employment","Total non-profit institutions","Philanthropic intermediaries and voluntarism promotion","Jobs","190","thousands","3","v1047595068","1.1.1.9","23","","","","0"
"2020","Canada","2016A000011124","Employment","Total non-profit institutions","International","Jobs","190","thousands","3","v1047595069","1.1.1.10","6","","","","0"
"2020","Canada","2016A000011124","Employment","Total non-profit institutions","Religion","Jobs","190","thousands","3","v1047595070","1.1.1.11","74","","","","0"
"2020","Canada","2016A000011124","Employment","Total non-profit institutions","Business and professional associations, unions","Jobs","190","thousands","3","v1047595071","1.1.1.12","162","","","","0"
"2020","Canada","2016A000011124","Employment","Total non-profit institutions","Not elsewhere classified","Jobs","190","thousands","3","v1047595072","1.1.1.13","89","","","","0"
"2020","Canada","2016A000011124","Employment","Total non-profit institutions less government","Total activities","Jobs","190","thousands","3","v1047595255","1.1.2.1","767","","","","0"
"2020","Canada","2016A000011124","Employment","Total non-profit institutions less government","Culture and recreation","Jobs","190","thousands","3","v1047595256","1.1.2.2","64","","","","0"
"2020","Canada","2016A000011124","Employment","Total non-profit institutions less government","Education and research","Jobs","190","thousands","3","v1047595257","1.1.2.3","77","","","","0"
"2020","Canada","2016A000011124","Employment","Total non-profit institutions less government","Health","Jobs","190","thousands","3","v1047595258","1.1.2.4","29","","","","0"
"2020","Canada","2016A000011124","Employment","Total non-profit institutions less government","Social services","Jobs","190","thousands","3","v1047595259","1.1.2.5","211","","","","0"
"2020","Canada","2016A000011124","Employment","Total non-profit institutions less government","Environment","Jobs","190","thousands","3","v1047595260","1.1.2.6","1","","","","0"
"2020","Canada","2016A000011124","Employment","Total non-profit institutions less government","Development and housing","Jobs","190","thousands","3","v1047595261","1.1.2.7","21","","","","0"
"2020","Canada","2016A000011124","Employment","Total non-profit institutions less government","Law, advocacy, and politics","Jobs","190","thousands","3","v1047595262","1.1.2.8","10","","","","0"
"2020","Canada","2016A000011124","Employment","Total non-profit institutions less government","Philanthropic intermediaries and voluntarism promotion","Jobs","190","thousands","3","v1047595263","1.1.2.9","23","","","","0"
"2020","Canada","2016A000011124","Employment","Total non-profit institutions less government","International","Jobs","190","thousands","3","v1047595264","1.1.2.10","6","","","","0"
"2020","Canada","2016A000011124","Employment","Total non-profit institutions less government","Religion","Jobs","190","thousands","3","v1047595265","1.1.2.11","74","","","","0"
"2020","Canada","2016A000011124","Employment","Total non-profit institutions less government","Business and professional associations, unions","Jobs","190","thousands","3","v1047595266","1.1.2.12","162","","","","0"
"2020","Canada","2016A000011124","Employment","Total non-profit institutions less government","Not elsewhere classified","Jobs","190","thousands","3","v1047595267","1.1.2.13","89","","","","0"
"2020","Newfoundland and Labrador","2016A000210","Employment","Total non-profit institutions","Total activities","Jobs","190","thousands","3","v1047595073","2.1.1.1","39","","","","0"
"2020","Newfoundland and Labrador","2016A000210","Employment","Total non-profit institutions","Culture and recreation","Jobs","190","thousands","3","v1047595074","2.1.1.2","0","","","","0"
"2020","Newfoundland and Labrador","2016A000210","Employment","Total non-profit institutions","Education and research","Jobs","190","thousands","3","v1047595075","2.1.1.3","8","","","","0"
"2020","Newfoundland and Labrador","2016A000210","Employment","Total non-profit institutions","Health","Jobs","190","thousands","3","v1047595076","2.1.1.4","22","","","","0"
"2020","Newfoundland and Labrador","2016A000210","Employment","Total non-profit institutions","Social services","Jobs","190","thousands","3","v1047595077","2.1.1.5","5","","","","0"
"2020","Newfoundland and Labrador","2016A000210","Employment","Total non-profit institutions","Environment","Jobs","190","thousands","3","v1047595078","2.1.1.6","0","","","","0"
"2020","Newfoundland and Labrador","2016A000210","Employment","Total non-profit institutions","Development and housing","Jobs","190","thousands","3","v1047595079","2.1.1.7","0","","","","0"
"2020","Newfoundland and Labrador","2016A000210","Employment","Total non-profit institutions","Law, advocacy, and politics","Jobs","190","thousands","3","v1047595080","2.1.1.8","0","","","","0"
"2020","Newfoundland and Labrador","2016A000210","Employment","Total non-profit institutions","Philanthropic intermediaries and voluntarism promotion","Jobs","190","thousands","3","v1047595081","2.1.1.9","0","","","","0"
"2020","Newfoundland and Labrador","2016A000210","Employment","Total non-profit institutions","International","Jobs","190","thousands","3","v1047595082","2.1.1.10","0","","","","0"
"2020","Newfoundland and Labrador","2016A000210","Employment","Total non-profit institutions","Religion","Jobs","190","thousands","3","v1047595083","2.1.1.11","1","","","","0"
"2020","Newfoundland and Labrador","2016A000210","Employment","Total non-profit institutions","Business and professional associations, unions","Jobs","190","thousands","3","v1047595084","2.1.1.12","3","","","","0"
"2020","Newfoundland and Labrador","2016A000210","Employment","Total non-profit institutions","Not elsewhere classified","Jobs","190","thousands","3","v1047595085","2.1.1.13","0","","","","0"
"2020","Newfoundland and Labrador","2016A000210","Employment","Total non-profit institutions less government","Total activities","Jobs","190","thousands","3","v1047595268","2.1.2.1","6","","","","0"
"2020","Newfoundland and Labrador","2016A000210","Employment","Total non-profit institutions less government","Culture and recreation","Jobs","190","thousands","3","v1047595269","2.1.2.2","0","","","","0"
"2020","Newfoundland and Labrador","2016A000210","Employment","Total non-profit institutions less government","Education and research","Jobs","190","thousands","3","v1047595270","2.1.2.3","0","","","","0"
"2020","Newfoundland and Labrador","2016A000210","Employment","Total non-profit institutions less government","Health","Jobs","190","thousands","3","v1047595271","2.1.2.4","0","","","","0"
"2020","Newfoundland and Labrador","2016A000210","Employment","Total non-profit institutions less government","Social services","Jobs","190","thousands","3","v1047595272","2.1.2.5","2","","","","0"
"2020","Newfoundland and Labrador","2016A000210","Employment","Total non-profit institutions less government","Environment","Jobs","190","thousands","3","v1047595273","2.1.2.6","0","","","","0"
"2020","Newfoundland and Labrador","2016A000210","Employment","Total non-profit institutions less government","Development and housing","Jobs","190","thousands","3","v1047595274","2.1.2.7","0","","","","0"
"2020","Newfoundland and Labrador","2016A000210","Employment","Total non-profit institutions less government","Law, advocacy, and politics","Jobs","190","thousands","3","v1047595275","2.1.2.8","0","","","","0"
"2020","Newfoundland and Labrador","2016A000210","Employment","Total non-profit institutions less government","Philanthropic intermediaries and voluntarism promotion","Jobs","190","thousands","3","v1047595276","2.1.2.9","0","","","","0"
"2020","Newfoundland and Labrador","2016A000210","Employment","Total non-profit institutions less government","International","Jobs","190","thousands","3","v1047595277","2.1.2.10","0","","","","0"
"2020","Newfoundland and Labrador","2016A000210","Employment","Total non-profit institutions less government","Religion","Jobs","190","thousands","3","v1047595278","2.1.2.11","1","","","","0"
"2020","Newfoundland and Labrador","2016A000210","Employment","Total non-profit institutions less government","Business and professional associations, unions","Jobs","190","thousands","3","v1047595279","2.1.2.12","3","","","","0"
"2020","Newfoundland and Labrador","2016A000210","Employment","Total non-profit institutions less government","Not elsewhere classified","Jobs","190","thousands","3","v1047595280","2.1.2.13","0","","","","0"
"2020","Prince Edward Island","2016A000211","Employment","Total non-profit institutions","Total activities","Jobs","190","thousands","3","v1047595086","3.1.1.1","12","","","","0"
"2020","Prince Edward Island","2016A000211","Employment","Total non-profit institutions","Culture and recreation","Jobs","190","thousands","3","v1047595087","3.1.1.2","0","","","","0"
"2020","Prince Edward Island","2016A000211","Employment","Total non-profit institutions","Education and research","Jobs","190","thousands","3","v1047595088","3.1.1.3","2","","","","0"
"2020","Prince Edward Island","2016A000211","Employment","Total non-profit institutions","Health","Jobs","190","thousands","3","v1047595089","3.1.1.4","7","","","","0"
"2020","Prince Edward Island","2016A000211","Employment","Total non-profit institutions","Social services","Jobs","190","thousands","3","v1047595090","3.1.1.5","2","","","","0"
"2020","Prince Edward Island","2016A000211","Employment","Total non-profit institutions","Environment","Jobs","190","thousands","3","v1047595091","3.1.1.6","0","","","","0"
"2020","Prince Edward Island","2016A000211","Employment","Total non-profit institutions","Development and housing","Jobs","190","thousands","3","v1047595092","3.1.1.7","0","","","","0"
"2020","Prince Edward Island","2016A000211","Employment","Total non-profit institutions","Law, advocacy, and politics","Jobs","190","thousands","3","v1047595093","3.1.1.8","0","","","","0"
"2020","Prince Edward Island","2016A000211","Employment","Total non-profit institutions","Philanthropic intermediaries and voluntarism promotion","Jobs","190","thousands","3","v1047595094","3.1.1.9","0","","","","0"
"2020","Prince Edward Island","2016A000211","Employment","Total non-profit institutions","International","Jobs","190","thousands","3","v1047595095","3.1.1.10","0","","","","0"
"2020","Prince Edward Island","2016A000211","Employment","Total non-profit institutions","Religion","Jobs","190","thousands","3","v1047595096","3.1.1.11","0","","","","0"
"2020","Prince Edward Island","2016A000211","Employment","Total non-profit institutions","Business and professional associations, unions","Jobs","190","thousands","3","v1047595097","3.1.1.12","1","","","","0"
"2020","Prince Edward Island","2016A000211","Employment","Total non-profit institutions","Not elsewhere classified","Jobs","190","thousands","3","v1047595098","3.1.1.13","0","","","","0"
"2020","Prince Edward Island","2016A000211","Employment","Total non-profit institutions less government","Total activities","Jobs","190","thousands","3","v1047595281","3.1.2.1","2","","","","0"
"2020","Prince Edward Island","2016A000211","Employment","Total non-profit institutions less government","Culture and recreation","Jobs","190","thousands","3","v1047595282","3.1.2.2","0","","","","0"
"2020","Prince Edward Island","2016A000211","Employment","Total non-profit institutions less government","Education and research","Jobs","190","thousands","3","v1047595283","3.1.2.3","0","","","","0"
"2020","Prince Edward Island","2016A000211","Employment","Total non-profit institutions less government","Health","Jobs","190","thousands","3","v1047595284","3.1.2.4","0","","","","0"
"2020","Prince Edward Island","2016A000211","Employment","Total non-profit institutions less government","Social services","Jobs","190","thousands","3","v1047595285","3.1.2.5","1","","","","0"
"2020","Prince Edward Island","2016A000211","Employment","Total non-profit institutions less government","Environment","Jobs","190","thousands","3","v1047595286","3.1.2.6","0","","","","0"
"2020","Prince Edward Island","2016A000211","Employment","Total non-profit institutions less government","Development and housing","Jobs","190","thousands","3","v1047595287","3.1.2.7","0","","","","0"
"2020","Prince Edward Island","2016A000211","Employment","Total non-profit institutions less government","Law, advocacy, and politics","Jobs","190","thousands","3","v1047595288","3.1.2.8","0","","","","0"
"2020","Prince Edward Island","2016A000211","Employment","Total non-profit institutions less government","Philanthropic intermediaries and voluntarism promotion","Jobs","190","thousands","3","v1047595289","3.1.2.9","0","","","","0"
"2020","Prince Edward Island","2016A000211","Employment","Total non-profit institutions less government","International","Jobs","190","thousands","3","v1047595290","3.1.2.10","0","","","","0"
"2020","Prince Edward Island","2016A000211","Employment","Total non-profit institutions less government","Religion","Jobs","190","thousands","3","v1047595291","3.1.2.11","0","","","","0"
"2020","Prince Edward Island","2016A000211","Employment","Total non-profit institutions less government","Business and professional associations, unions","Jobs","190","thousands","3","v1047595292","3.1.2.12","1","","","","0"
"2020","Prince Edward Island","2016A000211","Employment","Total non-profit institutions less government","Not elsewhere classified","Jobs","190","thousands","3","v1047595293","3.1.2.13","0","","","","0"
"2020","Nova Scotia","2016A000212","Employment","Total non-profit institutions","Total activities","Jobs","190","thousands","3","v1047595099","4.1.1.1","79","","","","0"
"2020","Nova Scotia","2016A000212","Employment","Total non-profit institutions","Culture and recreation","Jobs","190","thousands","3","v1047595100","4.1.1.2","2","","","","0"
"2020","Nova Scotia","2016A000212","Employment","Total non-profit institutions","Education and research","Jobs","190","thousands","3","v1047595101","4.1.1.3","17","","","","0"
"2020","Nova Scotia","2016A000212","Employment","Total non-profit institutions","Health","Jobs","190","thousands","3","v1047595102","4.1.1.4","40","","","","0"
"2020","Nova Scotia","2016A000212","Employment","Total non-profit institutions","Social services","Jobs","190","thousands","3","v1047595103","4.1.1.5","10","","","","0"
"2020","Nova Scotia","2016A000212","Employment","Total non-profit institutions","Environment","Jobs","190","thousands","3","v1047595104","4.1.1.6","0","","","","0"
"2020","Nova Scotia","2016A000212","Employment","Total non-profit institutions","Development and housing","Jobs","190","thousands","3","v1047595105","4.1.1.7","0","","","","0"
"2020","Nova Scotia","2016A000212","Employment","Total non-profit institutions","Law, advocacy, and politics","Jobs","190","thousands","3","v1047595106","4.1.1.8","0","","","","0"
"2020","Nova Scotia","2016A000212","Employment","Total non-profit institutions","Philanthropic intermediaries and voluntarism promotion","Jobs","190","thousands","3","v1047595107","4.1.1.9","1","","","","0"
"2020","Nova Scotia","2016A000212","Employment","Total non-profit institutions","International","Jobs","190","thousands","3","v1047595108","4.1.1.10","0","","","","0"
"2020","Nova Scotia","2016A000212","Employment","Total non-profit institutions","Religion","Jobs","190","thousands","3","v1047595109","4.1.1.11","2","","","","0"
"2020","Nova Scotia","2016A000212","Employment","Total non-profit institutions","Business and professional associations, unions","Jobs","190","thousands","3","v1047595110","4.1.1.12","5","","","","0"
"2020","Nova Scotia","2016A000212","Employment","Total non-profit institutions","Not elsewhere classified","Jobs","190","thousands","3","v1047595111","4.1.1.13","2","","","","0"
"2020","Nova Scotia","2016A000212","Employment","Total non-profit institutions less government","Total activities","Jobs","190","thousands","3","v1047595294","4.1.2.1","20","","","","0"
"2020","Nova Scotia","2016A000212","Employment","Total non-profit institutions less government","Culture and recreation","Jobs","190","thousands","3","v1047595295","4.1.2.2","2","","","","0"
"2020","Nova Scotia","2016A000212","Employment","Total non-profit institutions less government","Education and research","Jobs","190","thousands","3","v1047595296","4.1.2.3","1","","","","0"
"2020","Nova Scotia","2016A000212","Employment","Total non-profit institutions less government","Health","Jobs","190","thousands","3","v1047595297","4.1.2.4","2","","","","0"
"2020","Nova Scotia","2016A000212","Employment","Total non-profit institutions less government","Social services","Jobs","190","thousands","3","v1047595298","4.1.2.5","5","","","","0"
